OS,Device status,Name,Client security status,Patch status,Available patches count,Customer,Device Group,Last logged in user,Owner,Last Activity,OS name,OS version,CCS version,CCC version,External IP,Internal IP,AD\LDAP,Domain\Workgroup,Model,Processor,Serial Number,System Model,System Manufacturer,Ownership Type,Registered,Local Time Zone,Service Pack,Reboot Time,Reboot Reason,CPU usage - %,CPU frequency,RAM usage - %,RAM usage - MB,Total RAM,Network Usage,Disk free - GB,Disk used - GB,Security Profiles,Tags,Notes
Windows,Offline,Justin_Wu,Secure,Non-critical patches are available,1,Default Customer,Default Group - Default Customer,N/A,ethan,2023/10/12 16:22,Microsoft Windows 11 Â∞àÊ•≠??(x64),10.0.22621,12.10.0.8697,7.3.44980.22120,61.216.145.10,192.168.0.178,192.168.1.10,otsukatw.corp,Latitude 5300 2-in-1,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,4ZVJNT2,Latitude 5300 2-in-1,Dell Inc.,Not specified,2023/10/12 03:49,UTC +08:00,N/A,2023/10/12 04:10,The process C:\Program Files (x86)\COMODO\Endpoint Manager\ITSMService.exe (JUSTIN_WU) has initiated the ?çÊñ∞?üÂ? of computer JUSTIN_WU on behalf of user NT AUTHORITY\SYSTEM for the following reason: ?âÁî®Á®ãÂ?: Á∂≠Ë≠∑ (Ë®àÁï´‰πã‰∏≠).  Reason Code: 0x80040001.  Shutdown Type: ?çÊñ∞?üÂ?.  Comment: .,12,1800,46.8,3735,7980,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:197.1,C:46.2,otsuka_no_fw,,
Windows,Offline,NB_HugoChuang,Secure,Non-critical patches are available,4,Default Customer,Default Group - Default Customer,OTSUKATW\hugochuang,ethan,2023/10/12 07:20,Microsoft Windows 11 Â∞àÊ•≠??(x64),10.0.22621,12.10.0.8697,7.3.44980.22120,61.216.145.10,192.168.5.92,192.168.1.10,otsukatw.corp,Latitude 5440,13th Gen Intel(R) Core(TM) i5-1335U,D0ZNGY3,Latitude 5440,Dell Inc.,Not specified,2023/10/6 07:39,UTC +08:00,N/A,2023/10/12 05:33,The process C:\Windows\System32\RuntimeBroker.exe (NB_HUGOCHUANG) has initiated the ?çÊñ∞?üÂ? of computer NB_HUGOCHUANG on behalf of user OTSUKATW\hugochuang for the following reason: ?∂‰? (‰∏çÂú®Ë®àÂ?‰πã‰∏≠).  Reason Code: 0x0.  Shutdown Type: ?çÊñ∞?üÂ?.  Comment: .,0,1300,28.82,4630,16068,"Intel(R) Ethernet Connection (23) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:156.9|D:196.9,C:128.4|D:3.1,otsuka_no_fw,,
Windows,Offline,Sonia_Wang,Secure,Non-critical patches are available,3,Default Customer,Default Group - Default Customer,OTSUKATW\Sonia_Wang,ethan,2023/10/13 01:59,Microsoft Windows 11 Â∞àÊ•≠??(x64),10.0.22621,12.10.0.8697,7.3.44980.22120,60.250.52.83,192.168.121.109,192.168.1.10,otsukatw.corp,Latitude 5440,13th Gen Intel(R) Core(TM) i5-1335U,19HQ8Y3,Latitude 5440,Dell Inc.,Not specified,2023/10/2 10:51,UTC +08:00,N/A,2023/10/3 08:22,The process C:\Windows\system32\winlogon.exe (SONIA_WANG) has initiated the ?çÊñ∞?üÂ? of computer SONIA_WANG on behalf of user NT AUTHORITY\SYSTEM for the following reason: ?æ‰??∞ÈÄôÂÄãÂ??†Á?Ê®ôÈ?.  Reason Code: 0x500ff.  Shutdown Type: ?çÊñ∞?üÂ?.  Comment: .,3,1300,60.43,9710,16068,"Intel(R) Ethernet Connection (23) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:146.5|D:189.6,C:88.8|D:60.4,otsuka_no_fw,,
Windows,Offline,Ryan_Lai,Secure,Non-critical patches are available,3,Default Customer,Default Group - Default Customer,OTSUKATW\Ryan_Lai,ethan,2023/10/12 10:08,Microsoft Windows 10 Â∞àÊ•≠??(x64),10.0.19045,12.10.0.8697,8.2.46842.23060,49.217.46.125,192.168.163.213,192.168.1.20,otsukatw.corp,Latitude 5300 2-in-1,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1ZVJNT2,Latitude 5300 2-in-1,Dell Inc.,Not specified,2023/9/19 05:18,UTC +08:00,N/A,2023/10/12 03:27,The process C:\Windows\System32\RuntimeBroker.exe (RYAN_LAI) has initiated the ?ªÊ??úÈ? of computer RYAN_LAI on behalf of user OTSUKATW\Ryan_Lai for the following reason: ?∂‰? (‰∏çÂú®Ë®àÂ?‰πã‰∏≠).  Reason Code: 0x0.  Shutdown Type: ?ªÊ??úÈ?.  Comment: .,72,1800,45.3,3615,7980,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:114.4|D:70.4,C:53|D:3.5,otsuka_no_fw,,
Windows,Offline,Yvonne_Chiu,Secure,Non-critical patches are available,3,Default Customer,Default Group - Default Customer,OTSUKATW\Yvonne_Chiu,ethan,2023/10/12 17:51,Microsoft Windows 10 Â∞àÊ•≠??(x64),10.0.19045,12.10.0.8697,8.2.46842.23060,61.216.145.10,192.168.1.103,192.168.1.20,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,2594YZ2,Latitude 5310 2-in-1,Dell Inc.,Not specified,2023/9/18 03:59,UTC +08:00,N/A,2023/10/10 14:15,The process C:\WINDOWS\system32\winlogon.exe (YVONNE_CHIU) has initiated the ?úÊ? of computer YVONNE_CHIU on behalf of user NT AUTHORITY\SYSTEM for the following reason: ?æ‰??∞ÈÄôÂÄãÂ??†Á?Ê®ôÈ?.  Reason Code: 0x500ff.  Shutdown Type: ?úÊ?.  Comment: .,25,2208,24.48,3933,16067,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:3.5|D:337,C:127.1|D:18,otsuka_no_fw,,
Windows,Offline,NB_Daniel_Liao,Secure,Non-critical patches are available,1,Default Customer,Default Group - Default Customer,OTSUKATW\Daniel_Liao,ethan,2023/10/12 10:00,Microsoft Windows 10 Â∞àÊ•≠??(x64),10.0.19045,12.10.0.8697,7.3.44980.22120,60.250.52.83,192.168.121.51,192.168.1.20,otsukatw.corp,Latitude 7390 2-in-1,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz,3S8YYW2,Latitude 7390 2-in-1,Dell Inc.,Not specified,2023/9/14 03:28,UTC +08:00,N/A,2023/9/14 03:40,The process C:\Windows\System32\RuntimeBroker.exe (NB_DANIEL_LIAO) has initiated the ?ªÊ??úÈ? of computer NB_DANIEL_LIAO on behalf of user OTSUKATW\Daniel_Liao for the following reason: ?∂‰? (‰∏çÂú®Ë®àÂ?‰πã‰∏≠).  Reason Code: 0x0.  Shutdown Type: ?ªÊ??úÈ?.  Comment: .,85,1896,39.39,3179,8070,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Dual Band Wireless-AC 8265 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:70|D:113.6,C:53.5|D:6.4,otsuka_no_fw,,
Windows,Online,NB_Yolanda,Secure,No patches are available,0,Default Customer,Default Group - Default Customer,OTSUKATW\Yolanda_Lee,ethan,2023/10/13 02:04,Microsoft Windows 10 Â∞àÊ•≠??(x64),10.0.19045,12.10.0.8697,8.2.46842.23060,61.216.145.10,192.168.5.131,192.168.1.20,otsukatw.corp,Latitude 7430,12th Gen Intel(R) Core(TM) i5-1245U,8V6ZKN3,Latitude 7430,Dell Inc.,Not specified,2023/9/13 04:52,UTC +08:00,N/A,2023/10/13 01:47,The process C:\Windows\system32\winlogon.exe (NB_YOLANDA) has initiated the ?úÊ? of computer NB_YOLANDA on behalf of user NT AUTHORITY\SYSTEM for the following reason: ?æ‰??∞ÈÄôÂÄãÂ??†Á?Ê®ôÈ?.  Reason Code: 0x500ff.  Shutdown Type: ?úÊ?.  Comment: .,100,1600,27.84,4402,15811,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:73.5|D:94.2,C:70|D:5.8,otsuka_no_fw,,
Windows,Offline,allen,Secure,No patches are available,0,Default Customer,Default Group - Default Customer,OTSUKATW\allen,ethan,2023/9/21 14:41,Microsoft Windows 10 Â∞àÊ•≠??(x64),10.0.19045,12.10.0.8697,8.1.46265.23030,180.176.188.81,"192.168.119.1,192.168.225.1,192.168.56.1,192.168.10.170",192.168.111.2,otsukatw.corp,Latitude 5430,12th Gen Intel(R) Core(TM) i5-1235U,6GYT1T3,Latitude 5430,Dell Inc.,Not specified,2023/9/13 02:53,UTC +08:00,N/A,2023/9/21 14:34,The process C:\Windows\System32\RuntimeBroker.exe (ALLEN) has initiated the ?çÊñ∞?üÂ? of computer ALLEN on behalf of user OTSUKATW\allen for the following reason: ?∂‰? (‰∏çÂú®Ë®àÂ?‰πã‰∏≠).  Reason Code: 0x0.  Shutdown Type: ?çÊñ∞?üÂ?.  Comment: .,28,1300,17.28,5608,32452,"Intel(R) Ethernet Connection (16) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VMware Virtual Ethernet Adapter for VMnet1 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VMware Virtual Ethernet Adapter for VMnet8 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VirtualBox Host-Only Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:396|D:511.1,C:156.8|D:888.9,otsuka_no_fw,,
Windows,Online,Dell__Pichu_Lai,Secure,Non-critical patches are available,1,Default Customer,Default Group - Default Customer,OTSUKATW\Pichu_Lai,ethan,2023/10/13 02:02,Microsoft Windows 10 Â∞àÊ•≠??(x64),10.0.19045,12.10.0.8697,8.2.46842.23060,60.250.52.83,169.254.13.219,192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,F494YZ2,Latitude 5310 2-in-1,Dell Inc.,Not specified,2023/9/12 10:26,UTC +08:00,N/A,2023/10/6 03:48,??023/??0/?? ‰∏?‰∏äÂ? 10:47:45 ?ÑÁ≥ªÁµ±‰?Ê¨°Áôº?üÊ?Â§ñÁ??úÊ???,100,2208,12.37,4013,32451,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Realtek USB GbE Family Controller - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:287.8|D:392.8,C:165.4|D:107.2,otsuka_no_fw,,
Windows,Online,Fanny_Yang,Secure,No patches are available,0,Default Customer,Default Group - Default Customer,OTSUKATW\FannyYang,ethan,2023/10/13 02:04,Microsoft Windows 10 Â∞àÊ•≠??(x64),10.0.19045,12.10.0.8697,8.2.46842.23060,60.250.52.83,192.168.111.138,192.168.111.2,otsukatw.corp,OptiPlex 5000,12th Gen Intel(R) Core(TM) i5-12500,HN8VNT3,OptiPlex 5000,Dell Inc.,Not specified,2023/9/6 06:40,UTC +08:00,N/A,2023/10/12 12:56,The process C:\Windows\system32\svchost.exe (FANNY_YANG) has initiated the ?çÊñ∞?üÂ? of computer FANNY_YANG on behalf of user NT AUTHORITY\SYSTEM for the following reason: ‰ΩúÊ•≠Á≥ªÁµ±: Service Pack (Ë®àÂ?‰πã‰∏≠).  Reason Code: 0x80020010.  Shutdown Type: ?çÊñ∞?üÂ?.  Comment: .,19,3000,15.74,2529,16072,"Intel(R) Ethernet Connection (17) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:192.9|D:257.1|E:242.3,C:83.2|D:92.9|E:107.7,otsuka_no_fw,,
