OS,Device status,Name,Client security status,Patch status,Available patches count,Customer,Device Group,Last logged in user,Owner,Last Activity,OS name,OS version,CCS version,CCC version,External IP,Internal IP,AD\LDAP,Domain\Workgroup,Model,Processor,Serial Number,System Model,System Manufacturer,Ownership Type,Registered,Local Time Zone,Service Pack,Reboot Time,Reboot Reason,CPU usage - %,CPU frequency,RAM usage - %,RAM usage - MB,Total RAM,Network Usage,Disk free - GB,Disk used - GB,Security Profiles,Tags,Notes
Windows,Online,Justin_Wu,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,OTSUKATW\Justin_Wu,ethan,2023/10/16 11:02:46 AM,Microsoft Windows 11 專業版 (x64),10.0.22621,12.10.0.8697,7.3.44980.22120,61.216.145.10,"10.30.30.6,10.0.0.240",192.168.1.20,otsukatw.corp,Latitude 5300 2-in-1,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,4ZVJNT2,Latitude 5300 2-in-1,Dell Inc.,未指定,2023/10/12 10:49:31 AM,UTC +08:00,N/A,2023/10/12 11:10:35 AM,The process C:\Program Files (x86)\COMODO\Endpoint Manager\ITSMService.exe (JUSTIN_WU) has initiated the 重新啟動 of computer JUSTIN_WU on behalf of user NT AUTHORITY\SYSTEM for the following reason: 應用程式: 維護 (計畫之中).  Reason Code: 0x80040001.  Shutdown Type: 重新啟動.  Comment: .,12,1800,46.8,3735,7980,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:197.1,C:46.2,otsuka_no_fw,,
Windows,Online,NB_HugoChuang,安全,提供非關鍵修補程式,4,Default Customer,Default Group - Default Customer,OTSUKATW\hugochuang,ethan,2023/10/16 11:09:14 AM,Microsoft Windows 11 專業版 (x64),10.0.22621,12.10.0.8697,7.3.44980.22120,61.216.145.10,192.168.18.8,192.168.1.10,otsukatw.corp,Latitude 5440,13th Gen Intel(R) Core(TM) i5-1335U,D0ZNGY3,Latitude 5440,Dell Inc.,未指定,2023/10/06 02:39:58 PM,UTC +08:00,N/A,2023/10/12 12:33:05 PM,The process C:\Windows\System32\RuntimeBroker.exe (NB_HUGOCHUANG) has initiated the 重新啟動 of computer NB_HUGOCHUANG on behalf of user OTSUKATW\hugochuang for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 重新啟動.  Comment: .,0,1300,28.82,4630,16068,"Intel(R) Ethernet Connection (23) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:156.9|D:196.9,C:128.4|D:3.1,otsuka_no_fw,,
Windows,Offline,Sonia_Wang,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\Sonia_Wang,ethan,2023/10/16 11:01:51 AM,Microsoft Windows 11 專業版 (x64),10.0.22621,12.10.0.8697,8.2.46842.23060,60.250.52.83,192.168.121.109,192.168.1.10,otsukatw.corp,Latitude 5440,13th Gen Intel(R) Core(TM) i5-1335U,19HQ8Y3,Latitude 5440,Dell Inc.,未指定,2023/10/02 05:51:20 PM,UTC +08:00,N/A,2023/10/15 08:35:05 PM,The process C:\Windows\system32\winlogon.exe (SONIA_WANG) has initiated the 關機 of computer SONIA_WANG on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 關機.  Comment: .,23,1300,27.87,4478,16068,"Intel(R) Ethernet Connection (23) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:145.4|D:222.7,C:89.8|D:27.3,otsuka_no_fw,,
Windows,Offline,Ryan_Lai,安全,提供非關鍵修補程式,3,Default Customer,Default Group - Default Customer,OTSUKATW\Ryan_Lai,ethan,2023/10/16 10:53:32 AM,Microsoft Windows 10 專業版 (x64),10.0.19045,12.10.0.8697,8.2.46842.23060,49.217.46.125,192.168.90.213,192.168.111.2,otsukatw.corp,Latitude 5300 2-in-1,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1ZVJNT2,Latitude 5300 2-in-1,Dell Inc.,未指定,2023/09/19 12:18:46 PM,UTC +08:00,N/A,2023/10/15 10:38:01 AM,The process C:\Windows\System32\RuntimeBroker.exe (RYAN_LAI) has initiated the 電源關閉 of computer RYAN_LAI on behalf of user OTSUKATW\Ryan_Lai for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,72,1800,45.3,3615,7980,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:114.4|D:70.4,C:53|D:3.5,otsuka_no_fw,,
Windows,Online,Yvonne_Chiu,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\Yvonne_Chiu,ethan,2023/10/16 11:01:14 AM,Microsoft Windows 10 專業版 (x64),10.0.19045,12.10.0.8697,8.2.46842.23060,1.162.44.41,192.168.5.58,192.168.111.2,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,2594YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2023/09/18 10:59:44 AM,UTC +08:00,N/A,2023/10/15 03:44:21 PM,The process C:\WINDOWS\servicing\TrustedInstaller.exe (YVONNE_CHIU) has initiated the 重新啟動 of computer YVONNE_CHIU on behalf of user NT AUTHORITY\SYSTEM for the following reason: 作業系統: 升級 (計劃之中).  Reason Code: 0x80020003.  Shutdown Type: 重新啟動.  Comment: .,30,2208,22.13,3556,16067,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:3.8|D:337,C:126.7|D:18,otsuka_no_fw,,
Windows,Offline,NB_Daniel_Liao,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,OTSUKATW\Daniel_Liao,ethan,2023/10/14 09:10:48 AM,Microsoft Windows 10 專業版 (x64),10.0.19045,12.10.0.8697,7.3.44980.22120,60.250.52.83,192.168.121.51,192.168.1.10,otsukatw.corp,Latitude 7390 2-in-1,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz,3S8YYW2,Latitude 7390 2-in-1,Dell Inc.,未指定,2023/09/14 10:28:29 AM,UTC +08:00,N/A,2023/09/14 10:40:44 AM,The process C:\Windows\System32\RuntimeBroker.exe (NB_DANIEL_LIAO) has initiated the 電源關閉 of computer NB_DANIEL_LIAO on behalf of user OTSUKATW\Daniel_Liao for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,85,1896,39.39,3179,8070,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Dual Band Wireless-AC 8265 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:70|D:113.6,C:53.5|D:6.4,otsuka_no_fw,,
Windows,Online,NB_Yolanda,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\Yolanda_Lee,ethan,2023/10/16 11:06:14 AM,Microsoft Windows 10 專業版 (x64),10.0.19045,12.10.0.8697,8.2.46842.23060,61.216.145.10,192.168.5.131,192.168.1.20,otsukatw.corp,Latitude 7430,12th Gen Intel(R) Core(TM) i5-1245U,8V6ZKN3,Latitude 7430,Dell Inc.,未指定,2023/09/13 11:52:18 AM,UTC +08:00,N/A,2023/10/13 08:47:14 AM,The process C:\Windows\system32\winlogon.exe (NB_YOLANDA) has initiated the 關機 of computer NB_YOLANDA on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 關機.  Comment: .,100,1600,27.84,4402,15811,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:73.5|D:94.2,C:70|D:5.8,otsuka_no_fw,,
Windows,Offline,allen,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\allen,ethan,2023/09/21 09:41:24 PM,Microsoft Windows 10 專業版 (x64),10.0.19045,12.10.0.8697,8.1.46265.23030,180.176.188.81,"192.168.119.1,192.168.225.1,192.168.56.1,192.168.10.170",192.168.111.2,otsukatw.corp,Latitude 5430,12th Gen Intel(R) Core(TM) i5-1235U,6GYT1T3,Latitude 5430,Dell Inc.,未指定,2023/09/13 09:53:14 AM,UTC +08:00,N/A,2023/09/21 09:34:55 PM,The process C:\Windows\System32\RuntimeBroker.exe (ALLEN) has initiated the 重新啟動 of computer ALLEN on behalf of user OTSUKATW\allen for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 重新啟動.  Comment: .,28,1300,17.28,5608,32452,"Intel(R) Ethernet Connection (16) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VMware Virtual Ethernet Adapter for VMnet1 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VMware Virtual Ethernet Adapter for VMnet8 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VirtualBox Host-Only Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:396|D:511.1,C:156.8|D:888.9,otsuka_no_fw,,
Windows,Online,Dell__Pichu_Lai,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\Pichu_Lai,ethan,2023/10/16 11:08:53 AM,Microsoft Windows 10 專業版 (x64),10.0.19045,12.10.0.8697,8.2.46842.23060,60.250.52.83,169.254.13.219,192.168.111.2,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,F494YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2023/09/12 05:26:02 PM,UTC +08:00,N/A,2023/10/08 05:24:29 PM,The process C:\Windows\System32\RuntimeBroker.exe (DELL__PICHU_LAI) has initiated the 電源關閉 of computer DELL__PICHU_LAI on behalf of user OTSUKATW\Pichu_Lai for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,100,2208,11.93,3872,32451,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Realtek USB GbE Family Controller - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:300.2|D:393,C:153|D:107,otsuka_no_fw,,
Windows,Online,Fanny_Yang,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\FannyYang,ethan,2023/10/16 10:57:15 AM,Microsoft Windows 10 專業版 (x64),10.0.19045,12.10.0.8697,8.2.46842.23060,60.250.52.83,192.168.111.138,192.168.1.20,otsukatw.corp,OptiPlex 5000,12th Gen Intel(R) Core(TM) i5-12500,HN8VNT3,OptiPlex 5000,Dell Inc.,未指定,2023/09/06 01:40:00 PM,UTC +08:00,N/A,2023/10/12 07:56:01 PM,The process C:\Windows\system32\svchost.exe (FANNY_YANG) has initiated the 重新啟動 of computer FANNY_YANG on behalf of user NT AUTHORITY\SYSTEM for the following reason: 作業系統: Service Pack (計劃之中).  Reason Code: 0x80020010.  Shutdown Type: 重新啟動.  Comment: .,19,3000,15.74,2529,16072,"Intel(R) Ethernet Connection (17) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:192.9|D:257.1|E:242.3,C:83.2|D:92.9|E:107.7,otsuka_no_fw,,
